11.762,82.627,0.000
12.186,81.204,0.000
12.644,79.772,0.000
13.177,78.323,0.000
13.791,76.854,0.000
14.489,75.361,0.000
15.279,73.839,0.000
16.167,72.285,0.000
17.165,70.692,0.000
18.284,69.052,0.000
19.541,67.355,0.000
20.961,65.589,0.000
22.575,63.734,0.000
24.434,61.764,0.000
24.116,61.520,1.000
20.001,64.197,1.000
16.429,66.613,1.000
13.252,68.815,1.000
10.366,70.859,1.000
7.705,72.783,1.000
5.226,74.610,1.000
2.898,76.360,1.000
0.698,78.045,1.000
-1.391,79.676,1.000
-3.382,81.260,1.000
-5.286,82.805,1.000
-7.111,84.317,1.000
-8.863,85.800,1.000
-9.208,85.362,2.000
-9.019,84.130,2.000
-8.756,82.907,2.000
-8.443,81.685,2.000
-8.080,80.462,2.000
-7.669,79.237,2.000
-7.207,78.009,2.000
-6.695,76.776,2.000
-6.132,75.538,2.000
-5.516,74.292,2.000
-4.847,73.038,2.000
-4.123,71.773,2.000
-3.341,70.495,2.000
-2.725,69.448,3.000
-4.183,70.633,3.000
-5.623,71.843,3.000
-7.007,73.029,3.000
-8.340,74.193,3.000
-9.624,75.338,3.000
-10.864,76.466,3.000
-12.060,77.580,3.000
-13.216,78.681,3.000
-14.333,79.770,3.000
-15.413,80.850,3.000
-16.457,81.921,3.000
-17.465,82.986,3.000
-18.438,84.045,3.000
-18.804,84.057,4.000
-18.570,82.809,4.000
-18.229,81.545,4.000
-17.833,80.284,4.000
-17.385,79.026,4.000
-16.885,77.768,4.000
-16.333,76.510,4.000
-15.729,75.250,4.000
-15.073,73.987,4.000
-14.364,72.720,4.000
-13.601,71.445,4.000
-12.783,70.163,4.000
-11.908,68.870,4.000
-10.975,67.565,4.000
-9.792,68.009,5.000
-8.487,68.869,5.000
-7.169,69.711,5.000
-5.821,70.533,5.000
-4.443,71.334,5.000
-3.034,72.114,5.000
-1.596,72.872,5.000
-0.129,73.607,5.000
1.368,74.318,5.000
2.893,75.004,5.000
4.448,75.665,5.000
6.032,76.300,5.000
7.645,76.907,5.000
8.777,77.401,6.000
7.785,77.544,6.000
6.669,77.673,6.000
5.590,77.786,6.000
4.518,77.888,6.000
3.453,77.978,6.000
2.393,78.058,6.000
1.338,78.127,6.000
0.288,78.186,6.000
-0.757,78.234,6.000
-1.799,78.272,6.000
-2.838,78.300,6.000
-3.873,78.317,6.000
-4.906,78.325,6.000
-5.820,78.354,7.000
-6.687,78.402,7.000
-7.551,78.445,7.000
-8.413,78.481,7.000
-9.275,78.510,7.000
-10.136,78.533,7.000
-10.997,78.549,7.000
-11.857,78.557,7.000
-12.718,78.559,7.000
-13.579,78.554,7.000
-14.441,78.542,7.000
-15.303,78.524,7.000
-16.166,78.498,7.000
-17.030,78.466,7.000
-17.707,78.479,8.000
-18.355,78.496,8.000
-19.001,78.511,8.000
-19.649,78.521,8.000
-20.297,78.528,8.000
-20.946,78.530,8.000
-21.597,78.529,8.000
-22.249,78.523,8.000
-22.903,78.514,8.000
-23.558,78.500,8.000
-24.214,78.483,8.000
-24.872,78.461,8.000
-25.532,78.436,8.000
-26.160,78.420,9.000
-26.698,78.441,9.000
-27.231,78.462,9.000
-27.765,78.480,9.000
-28.301,78.495,9.000
-28.838,78.508,9.000
-29.376,78.518,9.000
-29.916,78.525,9.000
-30.458,78.529,9.000
-31.002,78.530,9.000
-31.547,78.528,9.000
-32.095,78.524,9.000
-32.644,78.516,9.000
-33.195,78.506,9.000
-33.738,78.541,10.000
-34.274,78.603,10.000
-34.812,78.665,10.000
-35.353,78.725,10.000
-35.895,78.781,10.000
-36.440,78.834,10.000
-36.987,78.884,10.000
-37.536,78.932,10.000
-38.088,78.976,10.000
-38.643,79.017,10.000
-39.200,79.054,10.000
-39.761,79.089,10.000
-40.324,79.120,10.000
-40.891,79.148,11.000
-39.007,79.083,11.000
-37.033,78.972,11.000
-35.118,78.825,11.000
-33.230,78.641,11.000
-31.366,78.423,11.000
-29.521,78.171,11.000
-27.692,77.887,11.000
-25.877,77.571,11.000
-24.071,77.225,11.000
-22.273,76.849,11.000
-20.478,76.442,11.000
-18.685,76.007,11.000
-16.889,75.541,11.000
-15.990,74.926,12.000
-16.601,74.062,12.000
-17.235,73.188,12.000
-17.845,72.309,12.000
-18.430,71.428,12.000
-18.989,70.543,12.000
-19.522,69.656,12.000
-20.029,68.765,12.000
-20.509,67.873,12.000
-20.963,66.977,12.000
-21.391,66.080,12.000
-21.791,65.180,12.000
-22.165,64.278,12.000
-22.512,63.375,12.000
-23.272,63.791,13.000
-24.181,64.738,13.000
-25.079,65.708,13.000
-25.920,66.642,13.000
-26.757,67.600,13.000
-27.542,68.524,13.000
-28.322,69.473,13.000
-29.052,70.389,13.000
-29.776,71.332,13.000
-30.452,72.245,13.000
-31.122,73.185,13.000
-31.744,74.096,13.000
-32.358,75.037,13.000
-33.027,75.824,14.000
-34.720,75.339,14.000
-36.455,74.787,14.000
-38.199,74.206,14.000
-39.953,73.597,14.000
-41.717,72.959,14.000
-43.490,72.293,14.000
-45.273,71.599,14.000
-47.066,70.876,14.000
-48.868,70.124,14.000
-50.680,69.344,14.000
-52.500,68.534,14.000
-54.330,67.696,14.000
-56.168,66.829,14.000
-56.339,66.747,15.000
-54.612,67.565,15.000
-52.784,68.406,15.000
-50.962,69.220,15.000
-49.149,70.005,15.000
-47.345,70.761,15.000
-45.551,71.488,15.000
-43.767,72.187,15.000
-41.992,72.858,15.000
-40.227,73.499,15.000
-38.471,74.113,15.000
-36.725,74.698,15.000
-34.988,75.256,15.000
-33.261,75.786,15.000
-32.811,75.548,16.000
-32.651,75.117,16.000
-32.502,74.675,16.000
-32.347,74.233,16.000
-32.186,73.792,16.000
-32.019,73.352,16.000
-31.845,72.912,16.000
